AV_exp,AV_work,CA_exp,CA_work,DP_exp,DP_work,DW_exp,DW_work,FP_exp,FP_work,FR_exp,FR_work,IC_exp,IC_work,IFf_exp,IFf_work,LD_exp,LD_work,OP_exp,OP_work,PG_exp,PG_work,RC_exp,RC_work,RS_exp,RS_work,SK_exp,SK_work,WC_exp,WC_work,WH_exp,WH_work,apr_PD_per_hh,apr_PD_per_hh_preyr,apr_lab,apr_lab_pre,april_delay,april_delay_amt,april_demand_reg,april_hh_P_emp,april_hh_P_emp_pre,april_lb,april_unemp,april_unemp_amt,april_unpaid_delay,april_unpaid_delay_amt,april_work_allot,aug_PD_per_hh,aug_PD_per_hh_preyr,aug_delay,aug_delay_amt,aug_demand_reg,aug_hh_P_emp,aug_hh_P_emp_pre,aug_lab,aug_lab_pre,aug_lb,aug_unemp,aug_unemp_amt,aug_unpaid_delay,aug_unpaid_delay_amt,aug_work_allot,block_code,code,dec_PD_per_hh,dec_PD_per_hh_preyr,dec_delay,dec_delay_amt,dec_demand_reg,dec_hh_P_emp,dec_hh_P_emp_pre,dec_lab,dec_lab_pre,dec_lb,dec_unemp,dec_unemp_amt,dec_unpaid_delay,dec_unpaid_delay_amt,dec_work_allot,district_code,feb_PD_per_hh,feb_PD_per_hh_preyr,feb_delay,feb_delay_amt,feb_demand_reg,feb_hh_P_emp,feb_hh_P_emp_pre,feb_lab,feb_lab_pre,feb_lb,feb_unemp,feb_unemp_amt,feb_unpaid_delay,feb_unpaid_delay_amt,feb_work_allot,jan_PD_per_hh,jan_PD_per_hh_preyr,jan_delay,jan_delay_amt,jan_demand_reg,jan_hh_P_emp,jan_hh_P_emp_pre,jan_lab,jan_lab_pre,jan_lb,jan_unemp,jan_unemp_amt,jan_unpaid_delay,jan_unpaid_delay_amt,jan_work_allot,jul_PD_per_hh,jul_PD_per_hh_preyr,jul_lab,jul_lab_pre,july_delay,july_delay_amt,july_demand_reg,july_hh_P_emp,july_hh_P_emp_pre,july_lb,july_unemp,july_unemp_amt,july_unpaid_delay,july_unpaid_delay_amt,july_work_allot,jun_PD_per_hh,jun_PD_per_hh_preyr,jun_lab,jun_lab_pre,june_delay,june_delay_amt,june_demand_reg,june_hh_P_emp,june_hh_P_emp_pre,june_lb,june_unemp,june_unemp_amt,june_unpaid_delay,june_unpaid_delay_amt,june_work_allot,mar_PD_per_hh,mar_PD_per_hh_preyr,mar_lab,mar_lab_pre,march_delay,march_delay_amt,march_demand_reg,march_hh_P_emp,march_hh_P_emp_pre,march_lb,march_unemp,march_unemp_amt,march_unpaid_delay,march_unpaid_delay_amt,march_work_allot,may_PD_per_hh,may_PD_per_hh_preyr,may_delay,may_delay_amt,may_demand_reg,may_hh_P_emp,may_hh_P_emp_pre,may_lab,may_lab_pre,may_lb,may_unemp,may_unemp_amt,may_unpaid_delay,may_unpaid_delay_amt,may_work_allot,nov_PD_per_hh,nov_PD_per_hh_preyr,nov_delay,nov_delay_amt,nov_demand_reg,nov_hh_P_emp,nov_hh_P_emp_pre,nov_lab,nov_lab_pre,nov_lb,nov_unemp,nov_unemp_amt,nov_unpaid_delay,nov_unpaid_delay_amt,nov_work_allot,oct_PD_per_hh,oct_PD_per_hh_preyr,oct_delay,oct_delay_amt,oct_demand_reg,oct_hh_P_emp,oct_hh_P_emp_pre,oct_lab,oct_lab_pre,oct_lb,oct_unemp,oct_unemp_amt,oct_unpaid_delay,oct_unpaid_delay_amt,oct_work_allot,sep_PD_per_hh,sep_PD_per_hh_preyr,sep_delay,sep_delay_amt,sep_demand_reg,sep_hh_P_emp,sep_hh_P_emp_pre,sep_lab,sep_lab_pre,sep_lb,sep_unemp,sep_unemp_amt,sep_unpaid_delay,sep_unpaid_delay_amt,sep_work_allot,state_code,timestamp,year
0.0,0,0.0,0,32.44,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0,11.12,16,3.47,139,13.03,27,15.92,16,0.0,0,23,13,1.34,3.53,0,0,872,664,304,10315,54,3969.0,0,0,15599,25,17,0,0,86,86,335,0.0,5.34,46437,0,0.0,0,0,2214,1102001,1102001,15,20,0,0,88,63,184,1.73,7.31,72260,0,0.0,0,0.0,952,1102,11,19,2340,720,45,42,715,1.92,9.99,92870,0,0.0,0,0.0,487,13,16,1433,389,90,82,498,0.51,7.44,82160,0,0.0,0,0.0,1086,25,9,11.21,1.65,0,0,139,139,277,40666,0,0.0,0,0.0,3499,14,7,21.3,1.48,0,0,323,323,148,35853,0,0.0,0,0.0,4806,0,17,0.81,32.49,0,0,0,0,1148,103204,0,0.0,0,0.0,0,17,13,0,0,933,633,431,4.02,8.77,20639,0,0.0,0,0.0,11250,9,14,0,0,31,31,271,0.24,5.76,61931,0,0.0,0,0.0,293,14,21,0,0,75,72,419,0.03,9.78,56754,0,0.0,0,0.0,1067,0,15,0,0,57,0,402,3.25,4.65,51609,0,0.0,0,0.0,0,11,2014-12-23 16:48:24,2013-2014
0.0,0,0.0,0,3.57,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,18.57,11,1.73,58,59.57,16,36.99,22,1.78,3,24,25,0.48,0.05,0,0,891,864,4,6293,144,10584.0,0,0,20845,21,19,0,0,18,18,16,0.14,0.4,28277,0,0.0,0,0,386,1102002,1102002,27,19,0,0,72,71,254,1.37,4.85,43985,0,0.0,0,0.0,1930,1102,22,26,2628,836,63,63,987,2.53,9.19,56534,0,0.0,0,0.0,1435,21,21,1152,452,113,113,640,3.7,5.73,50271,0,0.0,0,0.0,2479,41,14,3.63,1.08,0,0,20,18,29,25136,0,0.0,0,0.0,755,8,22,29.28,7.49,0,0,134,127,211,21893,0,0.0,0,0.0,1105,16,20,0.68,33.61,3696,1607,16,11,767,62821,102,7497.0,1,7056.0,186,32,25,0,0,954,922,361,11.56,2.95,12567,0,0.0,0,0.0,29994,19,15,0,0,38,38,180,1.34,4.51,37701,0,0.0,0,0.0,757,29,21,0,0,34,30,203,1.78,12.03,34561,0,0.0,0,0.0,896,19,43,0,0,67,66,367,0.51,1.16,31419,0,0.0,0,0.0,1318,11,2014-12-23 16:48:32,2013-2014
0.0,0,0.0,0,12.49,10,0.0,0,3.09,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,51.64,34,0.85,39,52.32,15,4.74,4,35.25,17,27,29,4.46,3.19,0,0,1115,988,106,11153,0,0.0,0,0,26926,20,17,0,0,128,97,446,0.47,2.55,50211,0,0.0,0,0,2011,1102003,1102003,21,7,0,0,174,173,14,0.0,0.12,77856,0,0.0,0,0.0,3789,1102,14,33,15863,5671,183,176,219,0.78,3.61,100357,0,0.0,0,0.0,2621,16,11,15743,5724,200,200,180,5.27,0.0,89208,0,0.0,0,0.0,3298,20,18,21.91,1.65,0,0,19,19,52,44607,0,0.0,0,0.0,396,15,21,24.4,10.02,0,0,706,434,294,39026,0,0.0,0,0.0,6576,20,22,10.43,21.94,1345,409,210,209,617,111511,0,0.0,0,0.0,4260,21,27,0,0,1306,1122,459,9.81,13.05,22299,0,0.0,0,0.0,24329,19,6,0,0,49,49,13,1.77,0.0,66903,0,0.0,0,0.0,938,13,0,0,0,71,68,0,1.51,0.95,61330,0,0.0,0,0.0,911,16,23,0,0,81,81,159,2.87,3.05,55756,0,0.0,0,0.0,1365,11,2014-12-23 16:48:33,2013-2014
0.0,0,0.0,0,6.52,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,14.5,5,0.37,15,0.0,0,0.0,1,14.38,18,28,0,1.97,0.21,0,0,404,334,0,7567,0,0.0,0,0,9496,14,12,0,0,16,16,14,0.81,0.44,34050,0,0.0,0,0,228,1102004,1102004,17,17,0,0,123,88,102,3.08,0.5,52966,0,0.0,0,0.0,1514,1102,16,11,4805,1598,228,89,275,1.63,0.69,68100,0,0.0,0,0.0,1451,21,14,1034,233,345,210,197,2.23,1.77,60533,0,0.0,0,0.0,4486,24,28,2.09,0.55,0,0,24,24,19,30266,0,0.0,0,0.0,576,13,15,3.38,3.74,0,0,423,156,158,26483,0,0.0,0,0.0,2162,8,19,2.91,13.71,0,0,1,1,629,75666,0,0.0,0,0.0,8,25,12,0,0,755,476,138,8.99,0.0,15133,0,0.0,0,0.0,12166,12,14,0,0,126,68,135,0.0,1.12,45400,0,0.0,0,0.0,849,0,15,0,0,0,0,88,0.09,1.8,41616,0,0.0,0,0.0,0,16,22,0,0,18,18,77,0.51,0.88,37833,0,0.0,0,0.0,304,11,2014-12-23 16:48:35,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,2.07,3,0.0,0,0.0,0,0.05,1,0.0,0,0.0,0,0,0,14.37,14,0.15,6,9.08,6,19.32,9,26.92,7,20,0,4.36,0.0,0,0,286,198,0,4041,0,0.0,0,0,4090,0,24,0,0,0,0,356,0.0,4.42,18182,0,0.0,0,0,0,1102005,1102005,17,23,0,0,75,3,217,0.0,2.27,28286,0,0.0,0,0.0,52,1102,24,27,40351,16471,178,177,575,5.51,7.5,36359,0,0.0,0,0.0,4248,33,22,26272,10615,298,269,369,0.0,4.25,32330,0,0.0,0,0.0,9069,13,24,8.21,6.01,0,0,6,6,204,16164,0,0.0,0,0.0,80,11,33,11.55,4.47,0,0,393,244,164,14145,822,60417.0,0,0.0,2694,13,17,15.41,19.99,0,0,93,87,432,40408,0,0.0,0,0.0,1156,44,27,0,0,757,387,26,4.29,0.5,8083,0,0.0,0,0.0,17045,0,18,0,0,32,0,91,0.0,6.55,24245,0,0.0,0,0.0,0,0,23,0,0,1,0,132,1.69,0.0,22216,12,882.0,0,0.0,0,23,0,0,0,58,57,0,0.0,5.77,20206,0,0.0,0,0.0,1366,11,2014-12-23 16:48:37,2013-2014
0.0,0,0.0,0,0.43,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,10.64,10,0.69,26,0.0,8,0.0,0,24.77,12,10,0,0.0,0.0,0,0,49,37,0,4503,0,0.0,0,0,403,0,17,0,0,0,0,336,0.0,2.23,20250,0,0.0,0,0,0,1102006,1102006,29,24,0,0,81,58,264,0.07,5.26,29827,0,0.0,0,0.0,1707,1102,14,17,11366,3812,145,113,634,3.6,6.09,40489,0,0.0,0,0.0,1691,26,23,8723,3045,156,153,420,3.16,6.3,35993,0,0.0,0,0.0,4051,0,11,2.48,1.31,0,0,0,0,161,17995,0,0.0,0,0.0,0,8,0,12.71,0.0,0,0,313,212,0,15753,0,0.0,0,0.0,1779,12,16,0.0,14.62,114,19,69,47,585,44989,0,0.0,0,0.0,606,49,36,0,0,618,553,33,9.58,1.42,8997,0,0.0,0,0.0,27396,10,13,0,0,26,23,166,0.35,5.37,26996,0,0.0,0,0.0,247,19,24,0,0,19,17,202,0.0,4.74,24750,0,0.0,0,0.0,332,0,33,0,0,23,0,249,0.0,7.79,22496,0,0.0,0,0.0,0,11,2014-12-23 16:48:39,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.19,1,0.0,0,0,0,3.4,9,0.39,43,4.46,8,0.0,0,13.08,19,9,0,0.0,0.0,0,0,423,342,0,5496,0,0.0,0,0,3336,0,23,0,0,0,0,106,0.07,1.15,24713,0,0.0,0,0,0,1102007,1102007,15,8,0,0,30,28,86,0.06,0.01,38049,0,0.0,1,1352.0,427,1102,12,12,129,43,177,100,425,1.51,2.64,49429,0,0.0,0,0.0,1219,15,13,198,89,100,72,301,1.62,0.7,43737,0,0.0,0,0.0,1142,25,14,0.24,0.59,0,0,5,5,64,21968,0,0.0,0,0.0,127,10,12,6.74,0.33,0,0,192,181,21,19018,0,0.0,0,0.0,1916,0,10,0.0,6.34,1263,548,0,0,255,54923,0,0.0,0,0.0,0,22,0,0,0,441,339,0,6.23,0.0,10986,0,0.0,0,0.0,7728,0,12,0,0,0,0,6,0.0,1.41,32953,0,0.0,0,0.0,0,0,10,0,0,0,0,82,0.0,2.01,30209,0,0.0,0,0.0,0,0,12,0,0,0,0,124,0.14,0.35,27462,0,0.0,0,0.0,0,11,2014-12-23 16:48:44,2013-2014
0.0,0,0.0,0,0.05,1,0.0,0,0.0,0,0.0,0,0.0,0,3.62,5,0.0,0,0.0,0,0,0,8.97,3,0.65,42,0.0,5,0.0,1,14.29,8,25,0,0.82,0.0,0,0,189,145,0,3532,0,0.0,0,0,3628,0,19,0,0,0,0,63,0.0,1.95,15901,0,0.0,0,0,0,1102008,1102008,31,19,0,0,67,62,65,0.77,1.75,24718,0,0.0,0,0.0,1936,1102,28,11,10278,4033,87,83,89,3.33,1.53,31782,0,0.0,0,0.0,2373,31,17,1238,462,130,121,50,3.35,1.01,28259,0,0.0,0,0.0,3777,0,10,0.45,1.13,0,0,0,0,73,14133,0,0.0,0,0.0,0,9,32,6.64,3.47,0,0,265,199,85,12357,0,0.0,0,0.0,1880,11,18,3.17,2.3,319,135,44,27,119,35319,0,0.0,0,0.0,298,28,15,0,0,371,283,74,6.01,0.6,7063,0,0.0,0,0.0,7956,20,15,0,0,3,3,63,0.0,1.29,21196,0,0.0,0,0.0,60,0,27,0,0,0,0,80,0.0,1.84,19420,0,0.0,0,0.0,0,0,23,0,0,0,0,9,0.0,0.13,17655,0,0.0,0,0.0,0,11,2014-12-23 16:48:46,2013-2014
0.0,0,0.0,0,6.3,16,0.0,0,1.23,2,0.0,0,0.0,0,0.5,3,0.0,0,0.0,0,0,0,12.46,13,0.05,5,21.01,21,0.0,1,8.39,14,37,18,2.61,0.0,0,0,175,164,22,4563,0,0.0,0,0,6184,21,11,0,0,50,44,31,1.29,0.9,20508,0,0.0,0,0,931,1102009,1102009,30,24,0,0,71,71,227,2.4,6.54,31896,0,0.0,0,0.0,2148,1102,16,10,1220,465,50,49,105,1.2,2.0,41018,0,0.0,0,0.0,797,29,20,0,0,81,76,149,3.81,5.98,36455,0,0.0,0,0.0,2268,19,22,0.0,7.71,0,0,44,42,224,18223,0,0.0,0,0.0,835,10,28,2.5,8.56,0,0,83,73,178,15943,0,0.0,0,0.0,780,24,19,3.43,5.76,582,244,81,81,179,45566,0,0.0,0,0.0,1944,19,41,0,0,191,175,194,4.19,5.68,9111,0,0.0,0,0.0,3454,14,17,0,0,58,52,198,2.81,6.29,27343,0,0.0,0,0.0,744,23,24,0,0,105,105,150,1.8,1.22,25065,0,0.0,0,0.0,2485,19,25,0,0,52,52,129,1.83,3.18,22786,0,0.0,0,0.0,1032,11,2014-12-23 16:48:54,2013-2014
0.0,0,0.0,0,0.38,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,6,0.0,0,0.0,0,21,19,0.0,0.0,0,0,13,13,18,1824,0,0.0,0,0,273,0,5,0,0,0,0,5,0.0,0.0,8187,0,0.0,0,0,0,1102011,1102011,0,7,0,0,0,0,5,0.0,0.0,12727,0,0.0,0,0.0,0,1102,0,24,0,0,0,0,3,0.0,0.19,16356,0,0.0,0,0.0,0,0,21,0,0,0,0,5,0.0,0.54,14551,0,0.0,0,0.0,0,0,5,0.38,0.36,0,0,0,0,7,7282,0,0.0,0,0.0,0,0,24,0.0,0.0,0,0,0,0,2,6364,0,0.0,0,0.0,0,0,8,0.0,0.19,0,0,0,0,3,18182,0,0.0,0,0.0,0,0,24,0,0,0,0,2,0.0,0.0,3630,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,9792,0,0.0,0,0.0,0,0,19,0,0,0,0,53,0.0,0.22,9100,0,0.0,0,0.0,0,11,2014-12-23 16:48:56,2013-2014
0.0,0,0.0,0,5.35,6,0.0,0,0.0,0,0.0,0,0.0,0,1.49,3,0.0,0,0.92,1,0,0,17.52,6,2.32,78,14.68,5,12.24,4,30.34,14,26,18,1.39,0.61,0,0,639,552,61,7834,0,0.0,0,0,14715,45,34,0,0,30,22,180,1.1,2.35,35344,0,0.0,0,0,1004,1102012,1102012,25,27,0,0,95,105,47,0.14,0.54,54982,0,0.0,0,0.0,2704,1102,18,29,10696,3960,47,52,417,4.78,8.84,70697,0,0.0,0,0.0,970,26,27,8148,2895,154,161,346,4.55,4.03,62864,0,0.0,0,0.0,4335,32,18,1.26,0.56,0,0,7,16,29,31480,0,0.0,0,0.0,522,12,18,19.74,2.41,0,0,75,211,88,27515,0,0.0,0,0.0,2690,25,18,1.27,21.57,21,0,9,9,361,78531,0,0.0,0,0.0,225,28,15,0,0,666,606,60,16.79,1.11,15713,0,0.0,0,0.0,16985,13,19,0,0,63,63,60,3.26,4.31,47144,0,0.0,0,0.0,856,23,30,0,0,59,61,219,1.06,3.02,43171,0,0.0,0,0.0,1403,20,19,0,0,68,74,81,1.52,4.68,39261,0,0.0,0,0.0,1521,11,2014-12-23 16:48:58,2013-2014
0.0,0,0.0,0,3.13,4,0.0,0,0.0,0,0.0,0,0.0,0,2.54,4,0.0,0,0.0,0,0,0,37.92,21,0.0,0,10.59,32,0.61,6,122.58,53,28,0,3.8,0.0,0,0,2224,1949,0,14735,0,0.0,0,0,55284,28,19,0,0,12,12,644,1.55,5.22,66356,0,0.0,0,0,336,1102013,1102013,14,8,0,0,111,104,33,0.03,33.98,103184,0,0.0,0,0.0,1518,1102,15,27,432,188,79,78,1334,9.94,17.46,132704,0,0.0,0,0.0,1216,32,19,2816,720,329,311,569,5.98,1.98,117969,0,0.0,0,0.0,10088,37,15,76.3,1.33,0,0,24,24,82,58979,0,0.0,0,0.0,888,8,8,50.09,1.8,0,0,936,740,249,51621,2490,183015.0,0,0.0,6478,0,12,0.0,41.92,0,0,7,0,2004,147426,0,0.0,0,0.0,0,25,7,0,0,6105,5546,113,11.0,0.02,29468,1344,98784.0,1,0.0,140863,0,14,0,0,0,0,378,0.0,36.93,88447,0,0.0,0,0.0,0,0,26,0,0,0,0,2083,0.0,24.85,81090,0,0.0,0,0.0,0,0,25,0,0,0,0,2258,0.49,8.07,73715,0,0.0,0,0.0,0,11,2014-12-23 16:49:00,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0,0.0,13,0.0,0,0.24,3,11,29,0.0,0.12,0,0,26,11,14,5988,0,0.0,0,0,121,0,6,0,0,0,0,12,0.0,0.0,27128,0,0.0,0,0,0,1102015,1102015,0,18,0,0,0,0,45,0.0,1.6,42115,0,0.0,0,0.0,0,1102,0,13,0,0,0,0,11,0.0,0.0,54168,0,0.0,0,0.0,0,0,12,0,0,0,0,4,0.0,0.46,47106,0,0.0,0,0.0,0,0,0,0.0,0.85,0,0,0,0,0,23903,0,0.0,0,0.0,0,0,0,0.24,0.0,0,0,0,0,0,21149,0,0.0,0,0.0,0,0,0,0.0,0.25,0,0,0,0,0,60185,0,0.0,0,0.0,0,8,24,0,0,10,10,20,0.0,0.18,12035,0,0.0,0,0.0,84,0,20,0,0,0,0,43,0.0,1.38,36115,0,0.0,0,0.0,0,0,31,0,0,0,0,46,0.0,1.03,33099,0,0.0,0,0.0,0,0,21,0,0,0,0,23,0.0,0.3,30037,0,0.0,0,0.0,0,11,2014-12-23 16:49:02,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,0.84,1,0.0,0,0.0,0,5.67,10,0.0,0,0.0,0,0,0,4.56,3,0.0,0,29.14,6,0.0,0,22.0,20,39,28,1.41,1.27,0,0,396,331,11,3668,0,0.0,0,0,12981,0,12,0,0,0,0,97,0.0,0.09,16505,0,0.0,0,0,0,1102016,1102016,34,18,0,0,19,19,24,0.0,0.05,25659,0,0.0,0,0.0,649,1102,18,21,4061,1663,84,82,200,2.29,2.95,32988,0,0.0,0,0.0,1514,22,20,1094,441,83,77,136,1.81,1.87,29325,0,0.0,0,0.0,1761,15,19,0.71,0.54,0,0,11,11,17,14662,0,0.0,0,0.0,168,13,26,10.19,0.9,0,0,293,276,26,12835,0,0.0,0,0.0,3588,17,20,3.07,9.08,233,114,61,60,226,36656,0,0.0,0,0.0,1049,24,20,0,0,382,323,16,11.31,0.37,7332,0,0.0,0,0.0,7813,11,18,0,0,16,16,24,0.07,0.36,21998,0,0.0,0,0.0,190,31,19,0,0,6,6,20,0.21,1.47,20166,0,0.0,0,0.0,191,8,32,0,0,6,6,65,0.0,1.75,18328,0,0.0,0,0.0,48,11,2014-12-23 16:49:03,2013-2014
0.0,0,0.0,0,6.68,7,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0,0,16.65,10,0.0,0,0.0,11,0.16,1,0.0,1,0,7,0.0,0.0,0,0,0,0,163,112432,0,0.0,0,0,0,8,18,0,0,20,10,432,0.0,3.19,116932,0,0.0,3,28812,88,1103001,1103001,25,21,0,0,133,101,66,2.2,0.99,121432,1,73.5,0,0.0,2528,1103,23,14,9100,3161,103,80,193,2.53,4.83,123682,0,0.0,0,0.0,1859,18,26,13652,5026,138,119,176,0.0,1.76,122557,0,0.0,0,0.0,2242,23,13,0.8,5.18,0,0,66,57,268,115807,0,0.0,1,14700.0,1353,22,19,3.75,4.23,0,0,209,162,359,114682,0,0.0,0,0.0,3690,0,24,4.52,2.14,0,0,0,0,3,124807,0,0.0,0,0.0,0,0,21,0,0,198,0,262,0.0,4.32,113560,0,0.0,0,0.0,0,18,17,0,0,28,25,205,0.42,3.43,120307,0,0.0,0,0.0,463,15,17,0,0,47,43,72,1.49,1.46,119182,0,0.0,0,0.0,659,15,17,0,0,111,78,49,0.67,4.8,118057,0,0.0,0,0.0,1229,11,2014-12-23 16:49:05,2013-2014
0.0,0,0.0,0,15.35,17,0.0,0,24.81,15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0,0,43.82,20,8.77,2,0.0,14,0.0,1,16.22,18,18,17,0.0,5.5,0,0,560,415,527,11196,0,0.0,0,0,7578,26,10,0,0,48,48,20,0.64,48.0,117728,0,0.0,0,0,1268,1103002,1103002,18,20,0,0,774,773,79,8.96,0.0,125624,0,0.0,0,0.0,14157,1103,18,10,5271,2063,92,92,420,2.25,0.27,132720,0,0.0,0,0.0,1709,15,10,70215,29589,733,731,70,15.52,2.91,129408,0,0.0,0,0.0,11487,17,14,13.2,43.72,0,0,60,56,100,116338,0,0.0,0,0.0,972,16,26,6.37,28.14,0,0,986,936,2059,112001,0,0.0,0,0.0,15066,34,17,28.48,8.87,4418,1882,282,279,113,136709,0,0.0,0,0.0,9536,25,32,0,0,469,371,2498,10.34,7.28,65930,0,0.0,0,0.0,9389,14,18,0,0,187,187,70,0.11,0.4,121944,0,0.0,0,0.0,2651,17,14,0,0,26,26,36,2.17,5.3,119794,0,0.0,0,0.0,463,24,19,0,0,54,54,34,1.86,7.77,118774,0,0.0,0,0.0,1320,11,2014-12-23 16:49:09,2013-2014
0.0,0,0.0,0,58.08,13,0.0,1,1.58,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0,0,0.0,72,0.0,0,24.23,15,2.28,22,0.0,1,0,6,0.0,0.0,0,0,0,0,27,6205,0,0.0,0,0,0,22,14,0,0,133,115,241,8.23,9.6,18600,0,0.0,0,0,2595,1103003,1103003,30,11,0,0,215,192,350,2.72,0.0,25563,0,0.0,4,67032.0,5860,1103,20,8,8304,3242,126,121,31,4.24,10.62,28921,0,0.0,0,0.0,2525,15,9,7619,1716,226,178,19,5.15,0.0,28921,0,0.0,0,0.0,2731,32,22,1.13,4.17,0,0,199,190,277,14467,0,0.0,2,18522.0,6133,23,13,0.0,1.74,0,0,37,37,428,10334,0,0.0,0,0.0,883,13,6,3.81,1.18,36,0,96,52,26,206577,0,0.0,0,0.0,687,0,18,0,0,8,0,302,0.0,1.91,6145,0,0.0,0,0.0,0,13,12,0,0,172,170,307,1.89,2.37,22772,0,0.0,12,212415.0,2266,19,12,0,0,191,167,187,5.21,9.84,22812,0,0.0,3,7497.0,3265,15,15,0,0,114,112,224,3.12,10.13,20558,0,0.0,2,5292.0,1698,11,2014-12-23 16:49:11,2013-2014
0.0,0,0.0,0,39.18,13,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0,0,36.6,75,0.0,0,0.0,13,0.02,8,0.0,0,0,12,0.43,0.0,0,0,0,0,13,12552,0,0.0,0,0,0,19,33,0,0,101,98,100,7.09,2.17,12552,0,0.0,0,0,1904,1103004,1103004,21,19,0,0,662,612,58,4.62,0.62,12558,0,0.0,0,0.0,13112,1103,22,21,6968,2589,170,90,33,8.31,2.71,12387,0,0.0,0,0.0,1987,17,21,32119,9932,361,321,20,7.43,0.0,12349,0,0.0,0,0.0,5594,31,30,0.0,1.25,0,0,228,228,66,12552,0,0.0,0,0.0,7098,4,24,0.0,2.52,0,0,123,101,64,12552,0,0.0,0,0.0,476,17,23,15.38,1.3,1416,374,495,433,28,12101,0,0.0,1,730.0,7634,0,32,0,0,0,0,57,0.17,1.29,12552,0,0.0,0,0.0,0,15,10,0,0,356,334,178,1.56,2.12,12552,0,0.0,4,51744.0,5208,13,11,0,0,446,407,314,11.63,3.8,12552,0,0.0,2,28224.0,5354,17,14,0,0,274,271,230,3.72,5.99,12552,6,441.0,0,0.0,4698,11,2014-12-23 16:49:13,2013-2014
0.0,0,0.0,0,63.71,18,0.0,0,15.19,8,0.0,0,0.0,0,0.0,0,0.0,0,27.75,9,0,0,254.69,79,0.0,0,70.78,24,38.19,27,4.86,1,17,28,0.0,0.0,0,0,26,26,247,26700,0,0.0,0,0,462,17,15,0,0,427,396,409,71.01,29.59,59700,0,0.0,0,0,6846,1103005,1103005,29,20,0,0,769,656,38,16.14,0.0,122000,0,0.0,0,0.0,19198,1103,0,31,30049,11866,0,0,1059,0.0,34.05,145100,0,0.0,0,0.0,0,22,23,159768,54275,1079,999,427,2.33,3.38,136900,0,0.0,0,0.0,22608,34,37,30.74,51.11,0,0,1238,1208,1146,48400,0,0.0,0,0.0,41285,23,31,48.07,30.78,0,0,2274,1904,1290,39600,38,2793.0,0,0.0,45592,0,22,46.61,47.56,0,0,0,0,955,196219,0,0.0,0,0.0,0,25,33,0,0,1445,1252,537,13.9,16.06,32400,0,0.0,0,0.0,31679,16,14,0,0,693,673,254,7.87,6.53,113500,0,0.0,0,0.0,11427,13,19,0,0,349,322,369,17.28,6.68,86600,0,0.0,0,0.0,4501,40,21,0,0,268,260,223,5.85,12.86,78000,0,0.0,0,0.0,10406,11,2014-12-23 16:49:15,2013-2014
0.0,0,0.0,0,18.18,8,0.8,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0,0,3.82,11,0.0,0,35.79,16,3.54,2,0.0,0,8,21,0.0,0.44,0,0,34,26,147,6800,0,0.0,0,0,213,18,14,0,0,117,105,178,4.93,2.6,28000,0,0.0,0,0,1960,1103006,1103006,11,12,0,0,96,80,89,0.79,3.83,53300,0,0.0,0,0.0,891,1103,13,20,179,40,61,55,55,1.37,1.48,67000,0,0.0,0,0.0,729,11,16,929,309,81,75,41,1.32,1.06,59200,0,0.0,0,0.0,882,30,13,3.44,3.58,0,0,171,141,216,22300,0,0.0,0,0.0,4284,17,22,0.33,3.0,0,0,106,100,96,16600,0,0.0,0,0.0,1702,8,12,0.76,2.4,113,50,84,51,71,73654,18,1323.0,0,0.0,447,8,12,0,0,27,25,115,0.39,1.11,11300,0,0.0,0,0.0,217,13,13,0,0,32,31,146,0.7,5.78,47500,0,0.0,0,0.0,404,8,18,0,0,96,79,251,1.56,3.74,40300,0,0.0,0,0.0,682,15,16,0,0,124,106,139,3.1,2.99,34400,0,0.0,0,0.0,1662,11,2014-12-23 16:49:17,2013-2014
